КБК;ОКВЭД; ОКДП;Условия контракта: № заказа (№лота);Условия контракта: Наименование предмета контракта;Условия контракта:Минимально необходимые требования, предъявляемые к предмету контракта ;Условия контракта: Единица измерения;Условия контракта: Количество (объем);Условия контракта: Начальная (максимальная) цена контракта (в тыс. рублей);Условия контракта: Размер обеспечения заявки (в тыс. рублей) / размер обеспечения исполнения контракта (в тыс. рублей);График осуществления процедур закупки: срок размещения заказа (мес., год);График осуществления процедур закупки: срок исполнения контракта (мес., год);Способ размещения заказа;Обоснование внесения изменений
10304112149999200000;73.10;73.10.13.000;105;"Выполнение опытно-конструкторской работы по теме «Создание системы управления движением железнодорожных транспортных средств на малодеятельных направлениях, функционирующей с использованием спутниковых навигационных технологий ГЛОНАСС/GPS/GALILEO и цифровых систем связи».                                                                                               Шифр: ОКР ""Движение-МД""";" Технические требования к абонентским терминалам СКУЖДП  на МДЖЛ и подъездных путях промышленных предприятий с применением систем спутниковой навигации ГЛОНАСС/GPS/GALILEO и цифровых систем связи,  предназначенным для установки на железнодорожных транспортных средствах; технические требования к макетным образцам программных и аппаратных средств взаимодействия абонентских терминалов СКУЖДП  на МДЖЛ и подъездных путях промышленных предприятий и СКУЖДП  на МДЖЛ и подъездных путях промышленных предприятий и надзора на транспорте. Рабочая конструкторская документация (РКД) на изготовление опытных образцов абонентских терминалов системы «Гонец-Д1М»; эскизные и технические проекты  абонентских терминалов СКУЖДП  на МДЖЛ и подъездных путях промышленных предприятий, программных и аппаратных средств взаимодействия абонентских терминалов СКУЖДП  на МДЖЛ и подъездных путях промышленных предприятий.                                                                                                                                                        В соответствии со ст.30 Федерального закона от 05.04.2013 №44-ФЗ закупка осуществляется  c установлением требования к исполнителю о привлечении к исполнению государственного контракта соисполнителей из числа субъектов малого предпринимательства,социально ориентированных некоммерческих организаций.                ";шт;1;14 000,00;700,0/1400,0/0;июл.15;ноя.15;Открытый конкурс;-
10304112149999200000;73.10;73.10.13.000;106;"Выполнение опытно-конструкторской работы по теме ""Создание системы управления движением железнодорожных составов в соответствии со стандартами ERTMS/ETCS уровень 3, функционирующей с использованием систем ГЛОНАСС/GPS/GALILEO"".                      Шифр: ОКР ""Управление - ЖД""";" Технические требования к опытным образцам   бортового управляющего комплекса системы   управления движением железнодорожных составов в соответствии со стандартами ERTMS/ETCS (уровень 3), функционирующей с использованием систем ГЛОНАСС/GPS/GALILEO и цифровых систем связи,  предназначенным для установки на железнодорожных транспортных средствах; технические требования к  опытным образцов аппаратно-программных комплексов Центра управления подвижным составом; технические требования  к опытным  образцам автономных счетчиков осей.                                                                                     В соответствии со ст.30 Федерального закона от 05.04.2013 №44-ФЗ закупка осуществляется  c установлением требования к исполнителю о привлечении к исполнению государственного контракта соисполнителей из числа субъектов малого предпринимательства,социально ориентированных некоммерческих организаций.                ";шт;1;25 000,00;1250,0/2500,0/0;июл.15;ноя.15;Открытый конкурс;-
10304112149999200000;73.10;73.10.13.000;107;"Выполнение опытно-конструкторской работы по теме ""Создание многоуровневой системы контроля и управления железнодорожными перевозками опасных грузов с использованием систем ГЛОНАСС/GPS/GALILEO"".                                               Шифр: ОКР ""Спецмониторинг - ЖД""";"Эскизный проект системы контроля и управления железнодорожными перевозками опасных грузов, с использованием систем ГЛОНАСС/GPS/GALILEO (далее - Система); прототип СПО Системы 1-й очереди; предложения по составу и структуре комплекса первоочередных нормативно-технических документов, обеспечивающих внедрение и эксплуатацию Системы; технический проект Системы; прототип СПО Системы 2-й очереди; стенд Главного конструктора Системы; первые редакции первоочередных нормативно-технических документов; проект технического задания на создание опытного образца Системы в пилотной зоне.                                                                                                                                                      В соответствии со ст.30 Федерального закона от 05.04.2013 №44-ФЗ закупка осуществляется  c установлением требования к исполнителю о привлечении к исполнению государственного контракта соисполнителей из числа субъектов малого предпринимательства,социально ориентированных некоммерческих организаций.                ";шт;1;30 000,00;1500,0/3000,0/0;июл.15;ноя.15;Открытый конкурс;-
10304112149999200000;73.10;73.10.13.000;108;"Выполнение научно-исследовательской работы по теме ""Исследования по созданию интегрированной системы навигации и посадки воздушных судов на основе комплексной обрабтки информации систем ГЛОНАСС/GPS, наземной системы функционального дополнения GBAS и оптического мультидиапазонного навигационного канала"".                                                                         Шифр: НИР ""Авиа-Лоцман""";Научно обоснованные предложения по структуре и содержанию проекта квалификационных требований к бортовому сегменту программно-аппаратного комплекса навигации и посадки ИСНП.                                                                                                                                                                                      ;шт;1;4 000,00;0/400,0/0;авг.15;ноя.15;Единственный поставщик;-
10304112149999200000;73.10;73.10.13.000;109;"Выполнение научно-исследовательской работы по теме ""Проведение комплексных исследований использования глобальных навигационных спутниковых систем ГЛОНАСС/GPS для обеспечения процедур зональной навигации на воздушных трассах и в районе аэродрома, разработка процедур и схем, соответствующих международным стандартам».                                                                Шифр: НИР «Авиа-ЗНАВ-ГНСС».";Разработка схем маневрирования (стандартные схемы прилета/вылета и захода на посадку), основанные на зональной навигации и традиционных средствах наведения, для аэродромов Хабаровск (Новый), Березово.                                                                                                                                                                                         ;шт;1;3 000,00;0/300,0/0;авг.15;ноя.15;Единственный поставщик;-
10304112149999200000;73.10;73.10.13.000;110;"Выполнение научно-исследовательской работы по теме ""Уточнение  программ внедрения спутниковых навигационных систем на базе системы ГЛОНАСС               на наземном автомобильном и городском электрическом транспорте и в дорожном хозяйстве"".                                                               Шифр: НИР ""Внедрение-Авто"" ";Отчет, содержащий выводы из анализа результатов внедрения спутниковых навигационных систем на базе системы ГЛОНАСС, прогноз развития технологий спутниковой навигации ГЛОНАСС, предложения по уточнению программ внедрения спутниковых навигационных систем на базе системы ГЛОНАСС на наземном автомобильном и городском электрическом транспорте и вдорожном хозяйстве                                                                                                       .    В соответствии со ст.30 Федерального закона от 05.04.2013 №44-ФЗ закупка осуществляется  c установлением требования к исполнителю о привлечении к исполнению государственного контракта соисполнителей из числа субъектов малого предпринимательства,социально ориентированных некоммерческих организаций.                                                                                                          ;шт;1;3 000,00;150,0/300,0/0;июл.15;ноя.15;Открытый конкурс;-
10304112149999200000;73.10;73.10.13.000;111;"Выполнение опытно-конструкторской работы по теме ""Создание опытных образцов типовых программно-технических решений и развертывание пилотной зоны навигационно-информационной системы мониторинга состояния крупных инженерных сооружений транспортной инфраструктуры с использованием технологий ГЛОНАСС"".                                                       Шифр: ОКР ""Образец КИС""";"Опытный образец Системы в составе опытных образцов типовых АПК НИСМСКИС Федерального центра и Цента федерального округа, а также опытного образца типового программного комплекса НИСМСКИС Центра уровня территориального подразделения Ространснадзора; РКД, ЭД, ПД и СПО опытного образца Системы; программа и методики испытаний опытного образца Системы; акт и протоколы предварительных автономных испытаний оборудования опытного образца Системы на стенде Главного конструктора Системы; откорректированные РКД, ЭД, ПД и СПО.                                                                                                                      В соответствии со ст.30 Федерального закона от 05.04.2013 №44-ФЗ закупка осуществляется  c установлением требования к исполнителю о привлечении к исполнению государственного контракта соисполнителей из числа субъектов малого предпринимательства,социально ориентированных некоммерческих организаций.                                                                                                          ";шт;1;53 407,80;2670,39/    5340,78;июл.15;ноя.15;Открытый конкурс;-
10304082480019200000;30.01.;3000000;113;Поставка средств вычислительной техники;13 планшетных компьютеров;шт.;13;478,74;4,7874229 / 143,622687 / 0;07.2015г;07.2015г;Открытый аукцион в электронной форме;-
10304082480019200000;64.20;6420000;114;Оказание услуг местной телефонной связи ;Оказание услуг местной телефонной связи;Комплекс услуг;1;100;-;07.2015г.;08.2015г.;Единственный поставщик;-
10304082480019200000;30.01.;3000000;115;Поставка оргтехники;Высокотехнологичные устройства печати и сканирования;шт.;1;1 557,13;15,57134 / 467,1402 / 0;07.2015г.;08.2015г.;Открытый аукцион в электронной форме;-
10304082480019200000;45.21.10;4529000;116;Выполнение работ по текущему ремонту ;Выполнение работ по текущему ремонту ;Комплекс работ;1;430,7;4,30701 / 129,2103 / 0;07.2015г.;08.2015г.;Открытый аукцион в электронной форме;-
10304082480019200000;70.32.2;74.70.1;117;Услуги по уборке помещений;Услуги по уборке помещений;Комплекс услуг;1;100;-;07.2015г.;07.2015г.;Единственный поставщик;-
10304082480019200000;70.32.2;74.70.1;118;Услуги по уборке помещений;Услуги по уборке помещений;Комплекс услуг;1;100;-;07.2015г.;07.2015г.;Единственный поставщик;-
10304112149999200000;73.10;73.10.13.000;119;Выполнение опытно-конструкторской работы  по теме «Создание с использованием аппаратуры навигационной спутниковой системы ГЛОНАСС аппаратно-программного комплекса системы мониторинга состояния потенциально опасных гидротехнических сооружений (объектов), находящихся в ведении государственных бассейновых управлений внутренних водных путей и судоходства Российской Федерации».                                            Шифр: ОКР «АПК СМГТС» ;Разработка РКД АПК СМГТС отраслевого уровня, РКД АПК СМГТС регионального уровня, РКД АПК СМГТС объектового уровня, элементы опытного образца АПК СМГТС, в составе сервер АПК СМГТС объектового уровня, сервер АПК СМГТС отраслевого уровня, сервер АПК СМГТС регионального уровня, опорная станция ГНСС с антенно-фидерным устройством.                                                                    В соответствии со ст.30 Федерального закона от 05.04.2013 №44-ФЗ закупка осуществляется  c установлением требования к исполнителю о привлечении к исполнению государственного контракта соисполнителей из числа субъектов малого предпринимательства,социально ориентированных некоммерческих организаций.                                           ;шт;1;45 000,00;2250,0/4500,0/0;июл.15;ноя.15;Открытый конкурс;-
10304112149999200000;73.10;73.10.13.000;120;"Выполнение опытно-конструкторской работы  по теме ""Создание интегрированной системы навигации и посадки воздушных судов на основе комплексной обработки информации систем ГЛОНАСС/GPS, наземной системы функционального дополнения GBAS и оптического мультидиаппазонного навигационного канала"".                                                           Шифр: ОКР ""Авиа-Лоцман""";"Доработка РКД литеры ""О"" для изготовления опытного образца аппаратуры интегрированной системы навигации и посадки ИСНП (наземной системы и оптического мультидиаппазонного навигационного канала). Разработка и изготовление стенда испытательного для оценки параметров системы ИСНП. Доработка опытного образца ИСНП. Проведение предварительных испытаний опытного образца. Доработка РКД по результатам предварительных испытаний опытного образца ИСНП. Доработка стенда испытательного для оценки параметров системы ИСНП. Доработка опытного образца ИСНП по результатам предварительных испытаний. Проведение приемочных испытаний опытного образца ИСНП.                                                                         В соответствии со ст.30 Федерального закона от 05.04.2013 №44-ФЗ закупка осуществляется  c установлением требования к исполнителю о привлечении к исполнению государственного контракта соисполнителей из числа субъектов малого предпринимательства,социально ориентированных некоммерческих организаций.                        ";шт;1;71 000,00/   35 000,00;0/17750,00/25;авг.15;11.2015   10.2016;Единственный поставщик;-
103 04 11 2480019 241 226;73.10;73.10.13.000;121;"Выполнение опытно-конструкторской работы по теме: ""Развитие программно-аппаратных комплексов автоматизированных систем подготовки и обеспечения аэронавигационной информацией авиационной аппаратуры потребителей ГЛОНАСС"". Шифр: ОКР ""Авиа-АНИ-II""";"Изготовление опытного образца ПАК ГБД АНИ; разработка программы и методики предварительных испытаний опытного образца ПАК ГБД АНИ; проведение предварительных испытаний опытного образца ПАК ГБД АНИ, корректировка рабочей конструкторской и программной документации ПАК ГБД АНИ.   Изготовление опытного образца ФиР ПАК АНИ; разработка программы и методики предварительных испытаний опытного образца ФиР ПАК АНИ; проведение предварительных испытаний опытного образца ФиР ПАК АНИ; корректировка рабочей конструкторской и программной документации ФиР ПАК АНИ, разработка программы и методики приемочных испытаний опытных образцов АПАК АНИ, ФиР ПАК АНИ и ПАК ГБД АНИ, проведение приемочных испытаний опытных образцов АПАК АНИ, ФиР ПАК АНИ и ПАК ГБД АНИ; корректировка рабочей конструкторской и программной документации АПАК АНИ, ФиР ПАК АНИ и ПАК ГБД АНИ.                                                                   В соответствии со ст.30 Федерального закона от 05.04.2013 №44-ФЗ закупка осуществляется  c установлением требования к исполнителю о привлечении к исполнению государственного контракта соисполнителей из числа субъектов малого предпринимательства,социально ориентированных некоммерческих организаций.                      ";шт;1;30 000,00/  20 000,00;0/7500,00/25;авг.15;11.2015 10.2016;Единственный поставщик;-
103 04 08 2149999   244 226;74.20;72.40.13.190;122;"Выполнение работ по теме ""Выполнение геодезических работ по обеспечению навигационной аппаратуры потребителей ГЛОНАСС массивами цифровой информации о местности и препятствиях в районах аэродромов Российской Федерации"". Шифр: ""Авиа-Геосъемка-А-2015""";Выполнение геодезических работ по созданию массивов цифровой информации о местности и препятствиях в районах аэродромов: Иркутск, Минеральные воды, Махачкала (Уйташ), сформированных в единую базу данных аэронавигационной информации, отвечающую действующим национальным и международным стандартам, с учетом перспективных требований по обеспечению безопасности полетов.                                                         В соответствии со ст.30 Федерального закона от 05.04.2013 №44-ФЗ закупка осуществляется  c установлением требования к исполнителю о привлечении к исполнению государственного контракта соисполнителей из числа субъектов малого предпринимательства,социально ориентированных некоммерческих организаций.                        ;шт;1;15 000,00;0/3750,00/ 25%;авг.15;ноя.15;Единственный поставщик;-
10304112149999200000;73.10;73.10.13.000;123;"Выполнение научно-исследовательской работы по теме: «Разработка национальных стандартов с целью международной и внутрироссийской стандартизации системы ГЛОНАСС и ее функциональных дополнений». Шифр: НИР ""Авиа-Стандарт-2""";"Анализ способов и условий применения оптических средств поддержки бортового оборудования спутниковой навигации ГЛОНАСС/GPS/GBAS, устанавливаемого на ВС отечественного и зарубежного производства; согласованные научно обоснованные предложения по структуре и содержанию КТ к бортовой аппаратуре ОЭСП системы спутниковой навигации ГЛОНАСС/GPS и функциональных дополнений ГЛОНАСС/GPS/GBAS.                                                           ";шт;1;2 700,00;135,00/270,00/0;июл.15;окт.15;Открытый конкурс;-
10304112149999200000;73.10;73.10.13.000;124;"Выполнение научно-исследовательской работы по теме: ""Разработка научно обоснованных предложений для совершенствования нормативной технической базы, регулирующей разработку, внедрение и использование аппаратуры спутниковой навигации ГЛОНАСС/GPS, систем автоматического зависимого наблюдения и спутникового мониторинга и контроля местоположения на воздушных судах гражданской авиации"". Шифр: НИР ""Исследование-Норма-Транспорт-АЗН""";"Научно обоснованные предложения по структуре и содержанию проекта эксплуатационных требований к бортовым и наземным сегментам систем АЗН и СМКМ; научно обоснованные предложения по организации взаимодействия диспетчерских служб авиакомпаний с центрами по организации авиационно-косимческого поиска и спасения на основании данных, полученных с использованием систем АЗН и СМКМ; тезнико-экономическое обоснование эффективности внедрения систем АЗН и СМКМ, обеспечивающих передачу авиакомпаниям информации о местоположении воздушного судна; научно обоснованные предложения по корректировке федеральных авиационных правил в части оборудования ВС системами АЗН и СМКМ и организации оповещения о местоположении ВС, потерпевшего бедствие, на основании данных. полученных от систем АЗН и СМКМ.                                                                                                                ";шт;1;7 500, 00;375,00/750,00/0;июл.15;окт.15;Открытый конкурс;-
10304112149999200000;73.10;73.10.13.000;125;"Выполнение опытно-конструкторской работы по теме:""Создание системы построения и использования трехмерных цифровых моделей местности для проектирования, реконструкции и контроля состояния объектов дорожной инфраструктуры с использованием спутниковых навигационных технологий ГЛОНАСС/GPS"".                                        Шифр: ОКР ""ЦММ-Дорога""";"На 1 этапе: ТП опытного образца Системы; РКД, ПД, ЭД и прототип СПО опытного образца Системы в части АПК-М и АПК-ОД; проект структуры БД единого банка данных ЗД ЦММ ОДИ; программа и методики автономных испытаний АПК-М и АПК-ОД.   На 2 этапе: АПК-М и АПК-ОД; СПО СПК-М и АПК-ОД; акт и протоколы автономных испытаний АПК-М и АПК-ОД; откорректированные комплекты РКД, ЭД, ПД и СПО опытного образца Системы в части АПК-М и АПК-ОД, доработанные АПК-М и АПК-ОД; РКД, ЭД, ПД и СПО опытного образца Системы в части АПК-Ц. На 3 этапе: АПК-Ц; акт и протоколы автономных испытаний АПК-Ц; откорректированные комплекты РКД, ЭД, ПД и СПО опытного образца Системы в части АПК-Ц, доработанный АПК-Ц. На 4 этапе: журнал опытной эксплуатации опытного образца Системы; откорректированные комплекты РКД, ПД, ЭД и СПО опытного образца Системы, доработанный опытный образец Системы.                                                                            В соответствии со ст.30 Федерального закона от 05.04.2013 №44-ФЗ закупка осуществляется  c установлением требования к исполнителю о привлечении к исполнению государственного контракта соисполнителей из числа субъектов малого предпринимательства,социально ориентированных некоммерческих организаций.                     ";шт;1;82 076,54/       28 711,62;4 103,83/8 207,65/0;июл.15;11.2015  08.2016  07.2017  11.2017;Открытый конкурс;-
10304082480019200000;70.32.2;74.70.1;128;Услуги по погрузке-разгрузке;Услуги по погрузке-разгрузке;Комплекс услуг;1;100;-;07.2015г.;07.2015г.;Единственный поставщик;-
10304082480019200000;70.32.2;74.70.1;129;Услуги по погрузке-разгрузке;Услуги по погрузке-разгрузке;Комплекс услуг;1;100;-;07.2015г.;07.2015г.;Единственный поставщик;-
10304110859999200000;73.20;73.20.15.990;130;"Выполнение научно-исследовательской работы по теме ""Проведение научных исследований, разработка условий и требований по нормативно-правовому обеспечению внедрения и развития сервисов интеллектуальных транспортных систем в сфере обеспечения безопасности дорожного движения, повышения качества функционирования региональных транспортных систем и работы автомобильного транспорта"". Шифр:  № 15/2/2/01";"Анализ передового отечественного и зарубежного опыта развития информационных технологий в сфере обеспечения безопасности дорожного движения, повышеня качества функционирования региональных транспортных систем и работы автомобильного транспорта, включая нормативно-правовое, нормативно-техническое и технологическое обеспечение внедрения и развития сервисов ИТС, включая АСУДД; разработка требований по обеспечению безопасности дорожного движения, повышению качества функционирования региональных транспортных систем и работы автомобильного транспорта посредством использования сервисов ИТС; разработка предложений по составу и содержанию нормаивно-правовой, нормативно-технической и методической базы внедрения и развития сервисов ИТС, направленных на обеспечение безопасности дорожного движения, повышение качества функционирования региональных транспортных систем и работы автомобильного транспорта.                                                                                                              В соответствии со ст.30 Федерального закона от 05.04.2013 №44-ФЗ закупка осуществляется  c установлением требования к исполнителю о привлечении к исполнению государственного контракта соисполнителей из числа субъектов малого предпринимательства,социально ориентированных некоммерческих организаций.                  ";шт;1;10 000,00;100/1000/0;июл.15;дек.15;Открытый конкурс;-
10304082480019200000;70.32.2;74.70.1;131;Услуги по погрузке-разгрузке;Услуги по погрузке-разгрузке;Комплекс услуг;1;100;-;08.2015г.;08.2015г.;Единственный поставщик;-
10304082480019200000;70.32.2;74.70.1;132;Услуги по погрузке-разгрузке;Услуги по погрузке-разгрузке;Комплекс услуг;1;100;-;08.2015г.;08.2015г.;Единственный поставщик;-
10304082480019200000;64.20;6420000;133;Оказание услуг связи по предоставлению доступа к сети Интернет  в 2015 году;Оказание услуг связи по предоставлению доступа к сети Интернет  в 2015 году;Комплекс услуг;1;40;-;08.2015г.;08.2015г.;Единственный поставщик;-
10304082480019200000;70.32.2;74.70.1;134;Услуги по уборке помещений;Услуги по уборке помещений;Комплекс услуг;1;100;-;08.2015г.;08.2015г.;Единственный поставщик;-
10304082480019200000;70.32.2;74.70.1;135;Услуги по уборке помещений;Услуги по уборке помещений;Комплекс услуг;1;100;-;08.2015г.;08.2015г.;Единственный поставщик;-
10304082480019200000;72.60;7260000;136;Оказание услуг по сопровождению официального сайта;Оказание услуг по сопровождению официального сайта Минтранса России;Комплекс услуг;1;100;-;08.2015г.;08.2015г.;Единственный поставщик;-
10304082480019200000;70.32.2;74.70.1;137;Услуги по уборке помещений;Услуги по уборке помещений;Комплекс услуг;1;1 440,00;14,4 / 432 / 0;09.2015г.;12.2015г.;Открытый аукцион в электронной форме;-
10304082480019200000;36.6;3691610;138;Изготовление и поставка служебных удостоверений ;Вклейки, галограммы, ламинационные пакеты.;шт.;400;450;4,5 / 135 / 0;09.2015г.;09.2015г.;Запрос котировок;-
10304082480019200000;36.6;3691610;139;Поставка конвертов;Поставка конвертов;шт.;1;100;-;08.2015г.;09.2015г.;Единственный поставщик;-
10304082480019200000;51.47.2;3699010;140;Приобретение питьевой воды;Приобретение питьевой воды на 2015 год;Комплект;1;99,87;-;08.2015г.;12.2015г.;Единственный поставщик;-
10304082480019200000;64.20;6420000;141;Оказание услуг внутризоновой, междугородной, международной телефонной связи телефонной связи в 2015 году;Оказание услуг внутризоновой, междугородной, международной телефонной связи в 2015 году;Комплекс услуг;1;100;-;08.2015г.;10.2015г.;Единственный поставщик;-
10304082480019200000;55.5;5520010;142;Организация синхронных переводов в ходе приемов иностранных делегаций;Организация синхронных переводов в ходе приемов иностранных делегаций;шт.;1;300;-;08.2015г.;12.2015г.;Единственный поставщик;-
10304082480019200000;51.47.2;2109404;143;Приобретение бланков;Приобретение бланков на 2015 год;Комплект;1;100;-;08.2014г.;09.2014г.;Единственный поставщик;-
10304082480019200000;30.01.;3000000;144;Поставка запасных частей для оргтехники;Поставка запасных частей для оргтехники;шт.;1;318,92;3,189162 / 95,67486 / 0;08.2015г.;08.2015г.;Единственный поставщик;-
10304082480019200000;64.20;6420000;145;Оказание услуг местной телефонной связи ;Оказание услуг местной телефонной связи;Комплекс услуг;1;400;4 / 120 / 0;09.2015г.;12.2015г.;Открытый аукцион в электронной форме;-
10304082480019200000;64.20;6420000;146;Оказание услуг внутризоновой, междугородной, международной телефонной связи телефонной связи в 2015 году;Оказание услуг внутризоновой, междугородной, международной телефонной связи в 2015 году;Комплекс услуг;1;400;4 / 120 / 0;09.2015г.;12.2015г.;Открытый аукцион в электронной форме;-
10304082480019200000;64.20;6420000;147;Оказание услуг телеграфной связи;Оказание услуг телеграфной связи;Комплекс услуг;1;400;4 / 120 / 0;09.2015г.;12.2015г.;Открытый аукцион в электронной форме;-
10304082480019200000;64.20;6420000;148;Оказание услуг связи по предоставлению доступа к сети Интернет  в 2015 году;Оказание услуг связи по предоставлению доступа к сети Интернет  в 2015 году;Комплекс услуг;1;160;1,6 / 48 / 0;09.2015г.;12.2015г.;Открытый аукцион в электронной форме;-
10304082480019200000;70.32.2;3000000;149;Приобретение флагов;Приобретение флагов;Комплект;1;18,68;-;09.2015г.;09.2015г.;Единственный поставщик;-
10304082480019200000;30.01.;3000000;150;Поставка бытовой техники;Поставка бытовой техники;шт.;1;100;-;09.2015г.;09.2015г.;Единственный поставщик;-
10304082480019200000;72.60;7260000;151;Оказание услуг по изготовлению усиленного ключа электронной цифровой подписи;Оказание услуг по изготовлению усиленного ключа электронной цифровой подписи;Комплекс услуг;1;5;-;06.2015г.;08.2015г.;Единственный поставщик;-
10304082480019200000;30.01.;3000000;152;Поставка картриджей для оргтехники;Картриджи и тонеры для высокоскоростной печати;шт.;1;100;-;08.2015г.;08.2015г.;Единственный поставщик;-
10304082480019200000;30.01.;3000000;153;Поставка картриджей для оргтехники;Картриджи и тонеры для высокоскоростной печати;шт.;1;100;-;09.2015г.;09.2015г.;Единственный поставщик;-
10304082480019200000;30.01.;3000000;154;Поставка картриджей для оргтехники;Картриджи и тонеры для высокоскоростной печати;шт.;1;100;-;10.2015г.;10.2015г.;Единственный поставщик;-
10304082480019200000;64.20;6420000;155;Оказание услуг по предоставлению канала передачи данных;Оказание услуг по предоставлению канала передачи данных;шт.;1;95,8;-;09.2015г.;09.2015г.;Единственный поставщик;-
10304082480019200000;30.01.;3000000;156;Поставка картриджей для оргтехники;Картриджи и тонеры для высокоскоростной печати;шт.;1;3 000,00;30 / 900 / 0;10.2015г.;10.2015г.;Открытый аукцион в электронной форме;-
